lat,lng
37.56844929,126.9952985
37.66189171,127.0705398
37.56240025,126.9887834
37.5540963,126.867315
37.48971867,126.8872128
37.54455817,127.0244051
37.50823968,127.0633317
37.5317016,127.1497905
37.48181733,126.9780449
37.49007643,126.8561816
37.63796123,127.034884
37.49740965,126.8929196
37.48810305,126.856289
37.47216896,126.8871526
37.50813147,127.0372747
37.45106862,126.9086534
37.58993392,126.9987214
37.55377364,127.0436045
37.68749225,127.049512
37.65119311,127.0349488
37.56673275,127.0007227
37.53335531,126.9716193
37.61735061,126.9195936
37.53036403,126.8345465
37.48915915,126.8242793
37.50522336,126.8980042
37.49399631,127.1173753
37.48607091,126.8773906
37.55135863,126.9623787
37.59708856,126.9634092
37.48491434,127.0354612
37.5234198,127.0540199
37.50165926,127.0394643
37.60173973,127.0133696
37.51891839,126.8846882
37.50402205,126.8417724
37.61757933,127.0504893
37.48143985,127.1431484
37.55026757,126.8847476
37.57777517,126.9924835
37.54206021,127.0637797
37.481796,126.9418285
37.53431593,126.9727783
37.49555753,126.955652
37.62336391,126.9198754
37.56263749,127.0307216
37.48513987,126.8820358
37.57713067,126.9283883
37.55709228,126.8627745
37.5925798,127.0728551
37.66135399,127.0738763
37.47343905,126.9589791
37.58068256,127.0887426
37.53267389,126.8577736
37.52837119,127.0524173
37.65043889,127.0133241
37.5670576,127.0525143
37.57195294,127.0122657
37.52548689,127.0247412
37.52177289,126.9942551
37.55667052,126.9730284
37.51880861,126.8556519
37.60692919,127.023861
37.531587,126.8469516
37.52909872,126.8583589
37.53919228,126.8225829
37.50326948,126.9364213
37.48743278,126.9200573
37.59485522,126.9405433
37.54931874,126.8473629
37.64187187,127.0300422
37.54257943,127.0628145
37.51838904,126.9171585
37.59859609,127.0950446
37.56568544,127.0472345
37.59108823,126.9406734
37.53840544,127.0699813
37.51510519,126.8331205
37.53958022,127.1293674
37.55905423,126.8079673
37.54141622,126.8396666
37.54805521,127.0437695
37.56664875,126.8959476
37.56000204,126.8237645
37.57487308,126.967974
37.54619923,126.9421524
37.55159109,127.0439721
37.5565801,126.8133794
37.58413796,126.9162838
37.48357248,127.0090019
37.49116487,127.114245
37.51549448,127.1066174
37.53727482,126.8385894
37.51634726,127.0975489
37.61079852,127.0569204
37.63561364,127.0524662
37.50814421,127.0113416
37.6112852,127.1160727
37.53073513,127.0436204
37.49427056,126.894212
37.54160317,126.8947348
37.51471681,126.8590252
37.54010773,127.1366885
37.61140951,127.0086272
37.55984247,126.8265966
37.58156049,127.0385195
37.59186764,126.9415738
37.55877005,127.0238053
37.50982631,126.8580713
37.5781617,127.0383366
37.5807023,127.0918344
37.57089982,127.001397
37.57226177,127.0439786
37.47567933,126.9863324
37.63503883,127.0275578
37.57463202,127.0256069
37.51626208,126.9063458
37.58943584,127.0969292
37.55616937,127.0820503
37.52385693,127.1282117
37.58110421,127.0933725
37.50699077,127.1054514
37.53549886,126.9031599
37.61869329,127.0788043
37.60151365,127.0712837
37.49482121,127.0176956
37.65456353,127.0606623
37.5317646,127.1497563
37.53430489,126.9467231
37.47652793,126.9825039
37.55628316,126.9047944
37.53280006,126.9584826
37.59184767,126.9449834
37.4680954,126.8960178
37.53243363,126.9711051
37.53655119,126.9568482
37.50447453,127.0254289
37.64097969,127.0289484
37.51581366,126.871927
37.56776071,126.9481743
37.57293651,127.0231262
37.4954349,126.8892703
37.52841096,126.9057244
37.5625572,127.1661096
37.52681029,126.8635392
37.68271875,127.0434053
37.51629711,127.1436727
37.53009516,126.997017
37.58486951,127.0798398
37.59939488,126.9157228
37.57232074,127.0717568
37.55115536,126.8618152
37.59162043,126.9445774
37.56596927,127.1776216
37.57880607,126.9009005
37.53809939,127.1522169
37.57562241,127.0602432
37.66340632,127.075622
37.45350934,126.8973788
37.59804667,127.092544
37.55524762,126.8120896
37.62850856,127.040088
37.60030083,127.0875811
37.58340697,126.9498744
37.57009432,126.9132284
37.472046,126.8983043
37.53882303,127.0040669
37.48503041,126.9046023
37.48486019,126.9341594
37.51153018,126.9608994
37.54433537,127.1456788
37.56764614,127.0628492
37.48859454,127.0159144
37.50618589,127.0042829
37.53573498,126.880747
37.47562022,126.9872489
37.59538392,127.0811627
37.56219988,126.9429027
37.54506765,126.9392176
37.46439743,126.897314
37.5219065,126.936177
37.56315983,126.8274612
37.47122511,126.8981752
37.61295197,126.9269472
37.48548723,127.0413621
37.49572707,127.04613
37.57798592,127.0607729
37.55052297,127.0397864
37.56618101,126.9981446
37.49973821,127.1316235
37.55046346,127.1393553
37.47533177,126.8449759
37.47065289,126.9030008
37.57404209,127.0306795
37.53623744,127.0517364
37.5829891,126.9154433
37.52438696,126.8279792
37.57502009,127.0393866
37.49793613,127.0754175
37.54863168,126.8469953
37.68023755,127.0790644
37.5455266,127.0344514
37.63547845,127.0338454
37.51532571,127.118364
37.52600092,126.9254288
37.50701911,127.1397115
37.58760538,126.9456266
37.55247591,126.815953
37.57262005,126.8050107
37.61450329,127.0791519
37.48497161,126.9139344
37.6166411,127.0052275
37.49913029,127.0791554
37.59221527,126.9464872
37.58027052,126.813932
37.49311389,126.8594813
37.49207172,126.92682
37.5054383,126.9854384
37.52660079,127.1153075
37.51159822,127.0926184
37.63518644,127.0284069
37.50222064,127.0429036
37.5293713,126.8981497
37.52450191,127.0915297
37.48274234,127.0215284
37.53976062,127.1208883
37.54840059,126.9110268
37.59441915,127.0588073
37.48670874,126.933943
37.55013747,127.0544268
37.54846245,126.8200481
37.64528944,127.0706354
37.59507164,126.9405643
37.54868575,126.9399942
37.61152096,127.0621167
37.52237022,127.0011882
37.50640427,126.8310143
37.46275441,127.0877159
37.55591763,127.0432857
37.6136777,127.0414257
37.54784052,126.8706056
37.48561262,126.9561879
37.48375565,126.9388052
37.49620416,126.8444429
37.49138547,127.0064056
37.62876092,126.9194708
37.5903332,127.0628854
37.49325322,126.9269693
37.50078826,126.9835923
37.48581892,127.0977693
